name,url,price,rating,number of reviews,description,asin,manufacturer
"Genie Spray School Bag for Girls, 19 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls ",https://www.amazon.in/Genie-Ltrs-School-Backpack-SPRAY19SBBLU/dp/B07QFF2RZR/ref=sr_1_257?crid=2M096C61O4MLT&keywords=bags&qid=1675444493&sprefix=ba%2Caps%2C283&sr=8-257,999,4.3 out of 5 stars,5," 
 With bold geometric print, the Genie spray backpack is perfect to stand out amongst your friends. Made with nylon twill, the feather-light pack comes with an insulated front pocket to keep lunch warm. The spacious three compartment bag has an additional front pocket, a secret compartment, and a happy pouch.  ",B07QFF2RZR,Visit the Genie Store
F Gear Lattitude Blue Navy Orange Sports Waist Bag (3686) ,https://www.amazon.in/F-Gear-Lattitude-Blue-Navy-Orange-Sports-Waist-Bag/dp/B08NYH3WJD/ref=sr_1_258?crid=2M096C61O4MLT&keywords=bags&qid=1675444493&sprefix=ba%2Caps%2C283&sr=8-258,449,3.9 out of 5 stars,9," 
 ‘Latitude’ by F Gear is a fanny pack which is spacious, trendy, exclusive & easy to carry. This is unmatched in terms of looks and personality. To describe it briefly here are the following points: 1. This having two small front zippered pockets suitable for many small accessories like keys, pen drive, Bluetooth etc. 2. One back pocket suitable passport/mobile etc. 3. This fanny pack has a huge main compartment suitable for wallet, small notepad, pen, sunglasses & other belongings. 4. This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap. 5. This fanny pack is made of Polyester fabric and is treated to make it water-resistant. 6. Comes with The F Gear promise of quality and durability.  ",B08NYH3WJD,Visit the F Gear Store
Lino Perros Faux Leather Sling Bag ,https://www.amazon.in/Lino-Perros-Womens-Sling-Gold/dp/B07MV38P1L/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1675444493&sprefix=ba%2Caps%2C283&sr=8-259,889,4.0 out of 5 stars,",54",not available,B07MV38P1L,Visit the Lino Perros Store
ADISA Light Weight Laptop Backpack 32 Ltrs ,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3VDBV5/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1675444493&sprefix=ba%2Caps%2C283&sr=8-260,499,4.2 out of 5 stars,",16",not available,B07F3VDBV5,Visit the ADISA Store
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDE1Njc1NzY0MTI1OTc1OjE2NzU0NDQ0OTM6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_261_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444493%26sprefix%3Dba%252Caps%252C283%26sr%3D8-261-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,196",3.9 out of 5 stars,8," 
 Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+  ",B078JVT384,Visit the COSMUS Store
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzUzNjQ0MzYyNzYwMTMzOjE2NzU0NDQ1Njc6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_257_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444567%26sprefix%3Dba%252Caps%252C283%26sr%3D8-257-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,169",3.9 out of 5 stars,8,not available,B01LXNNFDF,Visit the Urban Tribe Store
Lavie Sport Chairman Director Business Laptop Bags | Premium Leatherette Business Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzUzNjQ0MzYyNzYwMTMzOjE2NzU0NDQ1Njc6c3BfYXRmX25leHQ6MjAxMDg1OTU1OTgwOTg6OjA6Og&url=%2FLavie-Sport-Chairman-Compatible-compartments%2Fdp%2FB0B45SWK51%2Fref%3Dsr_1_258_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444567%26sprefix%3Dba%252Caps%252C283%26sr%3D8-258-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,099",4.1 out of 5 stars,7," 
",B0B45SWK51,Visit the Lavie Sport Store
Hidesign Women Sling Bag (Black) ,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07L6NX9WV/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-259,"1,999",4.3 out of 5 stars,2," 
 From its artisan roots of a two man workshop to a company of 3000 spread all over the world, Hidesign has stayed true to its strong heritage of craftsmanship and innovative design. Hidesign stands out for the sensuous naturalness of its high quality leathers and the smooth soft glow of its solid brass fittings in the leather goods it handcrafts.  ",B07L6NX9WV,Visit the Isle Locada by Hidesign Store
F Gear Lattitude Blue Navy Orange Sports Waist Bag (3686) ,https://www.amazon.in/F-Gear-Lattitude-Blue-Navy-Orange-Sports-Waist-Bag/dp/B08NYH3WJD/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-260,449,4.3 out of 5 stars,5," 
 ‘Latitude’ by F Gear is a fanny pack which is spacious, trendy, exclusive & easy to carry. This is unmatched in terms of looks and personality. To describe it briefly here are the following points: 1. This having two small front zippered pockets suitable for many small accessories like keys, pen drive, Bluetooth etc. 2. One back pocket suitable passport/mobile etc. 3. This fanny pack has a huge main compartment suitable for wallet, small notepad, pen, sunglasses & other belongings. 4. This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap. 5. This fanny pack is made of Polyester fabric and is treated to make it water-resistant. 6. Comes with The F Gear promise of quality and durability.  ",B08NYH3WJD,Visit the F Gear Store
American Tourister Ivy Polypropylene 68 cms Black Hardsided Check-in Luggage (FO1 (0) 09 002) ,https://www.amazon.in/American-Tourister-Polypropylene-FO1-002/dp/B08CS9NC8Y/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-261,"3,699",4.2 out of 5 stars,",51"," 
 The fashion conscious and on-trend American Tourister patron prefers to step-out in style no matter the occasion. Like all products from the brand, our luggage bags meet the highest quality standards for which American Tourister is known. This attention to detail is reflected in the positive feedback from our customers in 100+ countries. Want to make a statement as well as spruce up your fashion? Look no further than our latest collection Ivy Spinner 3 Piece Set. This includes 1 cabin size spinner, 1 medium size spinner and 1 large size spinner. A premium Polypropylene luggage in rich colours - such that will make even the A-listers turn their heads! This Spinner allows you that extra packing space to accommodate your last-minute shopping. Colour matched 3-digit Recessed TSA lock and colour coordinated components bring a rich look to the bag. Handles - Top & side handles  ",B08CS9NC8Y,Visit the American Tourister Store
"Artistix Alpine Business Class Series | Anti Theft Laptop Backpack (32 Litre, 15.6 inch) (Black) ",https://www.amazon.in/Artistix-Alpine-Laptop-Backpack-Business/dp/B08SVV5HZY/ref=sr_1_262?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-262,"1,783",4.5 out of 5 stars,0," 
",B08SVV5HZY,Visit the Artistix Store
ADISA Light Weight Laptop Backpack 32 Ltrs ,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3VDBV5/ref=sr_1_263?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-263,499,4.0 out of 5 stars,",54",not available,B07F3VDBV5,Visit the ADISA Store
Hidesign Women Sling Bag (Silver) ,https://www.amazon.in/Isle-Coco-Hidesign-Womens-Sling/dp/B07L6N38Y3/ref=sr_1_264?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-264,"2,299",4.3 out of 5 stars,," 
 From its artisan roots of a two man workshop to a company of 3000 spread all over the world, Hidesign has stayed true to its strong heritage of craftsmanship and innovative design. Hidesign stands out for the sensuous naturalness of its high quality leathers and the smooth soft glow of its solid brass fittings in the leather goods it handcrafts.  ",B07L6N38Y3,Visit the Isle Locada by Hidesign Store
StarX Nylon 15 Cms Gym Bag(Orange Bag_Orange) ,https://www.amazon.in/StarX-Compact-Nylon-Mesh-Medium-Orange/dp/B01NBTOX54/ref=sr_1_265?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-265,237,3.7 out of 5 stars,3,not available,B01NBTOX54,Visit the StarX Store
"SABUZ BAG 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Handbag,Compatible with laptop MacBook Notebook,for MeN&Women GREY ",https://www.amazon.in/15-6-inch-Briefcase-Resistant-Waterproof-Compatible/dp/B0966F821Q/ref=sr_1_266?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-266,749,3.7 out of 5 stars,1,not available,B0966F821Q,Visit the SABUZ BAG Store
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzUzNjQ0MzYyNzYwMTMzOjE2NzU0NDQ1Njc6c3BfbXRmOjIwMTA0MTQwMjY0Mjk4OjowOjo&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_267_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444567%26sprefix%3Dba%252Caps%252C283%26sr%3D8-267-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS,"1,298",3.5 out of 5 stars,," 
 Made with strong and premium 450D Polyester Max padded 15.4"" Laptop compartment Cool and stylish looks Unique front quick access mesh pockets Large front pocket for extra convenience Available in smart colors  ",B0BP1QM6W5,Visit the Urban Tribe Store
"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014 ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzUzNjQ0MzYyNzYwMTMzOjE2NzU0NDQ1Njc6c3BfbXRmOjIwMDc4OTIwNzc5Mzk4OjowOjo&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_268_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444567%26sprefix%3Dba%252Caps%252C283%26sr%3D8-268-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"5,600",4.0 out of 5 stars,," 
 The Wenger 17.5"" ScanSmart Laptop Backpack marries contemporary design with innovative storage solutions. Crafted from durable polyester, this backpack means business. This classic backpack is simple yet stylish. Its minimalistic look makes it the ideal accessory to take along to the office, college, school or on trips. Brought to you by Wenger, a renowned Swiss company since 1893.  ",B09V1GJ7D6,Visit the WENGER Store
KILLER Casual College Bags Munich 29L Trendy Polyester Laptop Backpack ,https://www.amazon.in/KILLER-Polyester-Orange-Laptop-Backpack/dp/B07B516P18/ref=sr_1_269?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-269,986,4.2 out of 5 stars,1," 
",B07B516P18,Brand: KILLER
Baggit Women's Sling Bag - XXS (Blue) ,https://www.amazon.in/Baggit-Womens-Sling-Bag-Blue/dp/B0BNTL13B4/ref=sr_1_270?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-270,"1,232",4.1 out of 5 stars,," 
 The mini hobo pouch forms a characteristic curve between the two ends giving it a slouchy posture. It comes with a long strap designed to wear over the shoulder.  ",B0BNTL13B4,Visit the Baggit Store
"Gizga Essentials Travel Toiletry Kit Bag for Men & Women, Travel Organizer Case with Handle & Hook, Premium Zipper, Multiple Pockets, Multi-Utility Pouch for Shaving Makeup Cosmetics, Light Grey ",https://www.amazon.in/Gizga-Essentials-Organizer-Multi-Utility-Cosmetics/dp/B09WVRKYCJ/ref=sr_1_271?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-271,480,3.7 out of 5 stars,",95",not available,B09WVRKYCJ,Visit the GIZGA Store
"ASHAPURA SUITCASE BAGS Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue) ",https://www.amazon.in/ASHAPURA-SUITCASE-Polyester-Backpack-Resistant/dp/B09F5F445M/ref=sr_1_272?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-272,399,4.1 out of 5 stars,"8,21"," 
 Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)  ",B09F5F445M,Brand: Generic
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years) ,https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_273?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-273,349,3.4 out of 5 stars,2,not available,B09B113XVB,Visit the DZert Store
Lavie Women's Betula Medium Tote Bag | Ladies Purse Handbag ,https://www.amazon.in/Lavie-Betula-Womens-Tote-Black/dp/B08HWFWGNX/ref=sr_1_274?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-274,219,4.4 out of 5 stars,",69"," 
 Classic everyday tote given a metallic twist single compartment with center divider multiple pockets.  ",B08HWFWGNX,Visit the Lavie Store
Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black) ,https://www.amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-275,394,4.2 out of 5 stars,",16",not available,B08DLL3794,Visit the Truvic Store
ZOUK Black Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - Lattice Lace ,https://www.amazon.in/Womens-Lattice-Office-leather-adjustable/dp/B07VNMWWRX/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1675444567&sprefix=ba%2Caps%2C283&sr=8-276,992.,3.7 out of 5 stars,,not available,B07VNMWWRX,Visit the ZOUK Store
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzMyNzc5NjE4Mjc1ODA0OjE2NzU0NDQ2NDU6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-273-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,169",3.9 out of 5 stars,8,not available,B01LXNNFDF,Visit the Urban Tribe Store
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzMyNzc5NjE4Mjc1ODA0OjE2NzU0NDQ2NDU6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjQyOTg6OjA6Og&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_274_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS,"1,298",3.5 out of 5 stars,," 
 Made with strong and premium 450D Polyester Max padded 15.4"" Laptop compartment Cool and stylish looks Unique front quick access mesh pockets Large front pocket for extra convenience Available in smart colors  ",B0BP1QM6W5,Visit the Urban Tribe Store
Caprese Women's Sling bag ,https://www.amazon.in/Caprese-Yondella-Womens-Medium-Synthetic/dp/B07TY4NDVF/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-275,"1,114",4.0 out of 5 stars,",16"," 
",B07TY4NDVF,Brand: Caprese
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue) ,https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B08BYQZYYC/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-276,"1,424",4.3 out of 5 stars,",64",not available,B08BYQZYYC,Visit the HEROZ Store
"NIVIA ‘Ball Carrying Bag’ for 9 Balls, Polyester, Black ",https://www.amazon.in/Nivia-783-Polyester-Carrying-Balls/dp/B072KWMD1F/ref=sr_1_277?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-277,566,4.4 out of 5 stars,," 
 Nivia 'ball carrying kit bag has capacity of 40 litre. Bag is made of polyester.  ",B072KWMD1F,Visit the Nivia Store
"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag ",https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_278?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-278,"1,039",4.3 out of 5 stars,",24"," 
 Well if you are looking for a big bag which is also very Stylish, Durable, Waterproof with a Laptop in built sleeve then your search ends here. Yes you Got it Right!, This F Gear bag has three big compartments to boast of along with a huge horizontal pocket in the front and two bottle holders on both sides of the bag. It has an inbuilt Rain cover neatly tucked away in a concealed pocket along with Reflective Strips and Reflective Printing makes it a natural choice for rainy Season. Support at the base makes it suitable for rough/dirty terrains. Padded Shoulders and Back with Side Compression straps completes the picture. Comes with the F Gear promise for quality.  ",B078J63VRY,Visit the F Gear Store
Lavie Women's Beech Satchel Bag | Ladies Purse Handbag ,https://www.amazon.in/Lavie-Beech-Womens-Handbag-Lt-Gold/dp/B078XXYNM8/ref=sr_1_279?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-279,"1,547",4.2 out of 5 stars,",62"," 
 Enrich your look with this Satchel Lavie available on Amazon. Lavie offers handbags in every style, shape and color. It’s a perfect accessory for your outfits. Match it with pair of heels/sandals to give complete look.  ",B078XXYNM8,Visit the Lavie Store
"AirCase Laptop Messenger Bag Case Cover Pouch for 13.3-Inch, 14-Inch Laptop Bag for Men & Women (Blue) ",https://www.amazon.in/AirCase-C26-Messenger-Laptop-Shoulder/dp/B07P417566/ref=sr_1_280?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-280,949,4.1 out of 5 stars,",56",not available,B07P417566,Visit the AirCase Store
Lavie Women's Betula Medium Tote Bag | Ladies Purse Handbag ,https://www.amazon.in/Lavie-Betula-Womens-Tote-Black/dp/B08HWFWGNX/ref=sr_1_281?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-281,992.,4.1 out of 5 stars,"8,21"," 
 Classic everyday tote given a metallic twist single compartment with center divider multiple pockets.  ",B08HWFWGNX,Visit the Lavie Store
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years) ,https://www.amazon.in/DZert-Rumble-School-Backpacks-Cartoon/dp/B0994PHBSL/ref=sr_1_282?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-282,239,3.7 out of 5 stars,"0,95",not available,B0994PHBSL,Visit the DZert Store
"Red Lemon Titan Ultrafit Bange 55L Capacity 15.6-inch Laptop Bags Backpacks for Men and Women Outdoor and Camping Bags 3in1 Office Bags, Travel Travelling Backpack, Hiking Backpack Day Backpack-Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzMyNzc5NjE4Mjc1ODA0OjE2NzU0NDQ2NDU6c3BfbXRmOjIwMTEwMDgyMjQwOTk4OjowOjo&url=%2FUltrafit-15-6-inch-Backpacks-Travelling-Backpack-Black%2Fdp%2FB082Y7TZ8Z%2Fref%3Dsr_1_283_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-283-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"3,799",4.5 out of 5 stars,5,not available,B082Y7TZ8Z,Visit the Red Lemon Store
"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014 ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzMyNzc5NjE4Mjc1ODA0OjE2NzU0NDQ2NDU6c3BfbXRmOjIwMDc4OTIwNzc5Mzk4OjowOjo&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_284_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-284-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"5,600",4.0 out of 5 stars,," 
 The Wenger 17.5"" ScanSmart Laptop Backpack marries contemporary design with innovative storage solutions. Crafted from durable polyester, this backpack means business. This classic backpack is simple yet stylish. Its minimalistic look makes it the ideal accessory to take along to the office, college, school or on trips. Brought to you by Wenger, a renowned Swiss company since 1893.  ",B09V1GJ7D6,Visit the WENGER Store
American Tourister Polypropylene Hard 68 cms Luggage- Suitcase(LG4 (0) 08 002_Iron Grey) ,https://www.amazon.in/American-Tourister-Polypropylene-LG4-08/dp/B0BB2LX7LW/ref=sr_1_285?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-285,"2,699",4.0 out of 5 stars,5," 
 Harrier, comes in with the most premium design DNA, and is a perfect combination of style and utility. It is an ideal pick for someone who wants a sturdy & stylish companion, topped up with great price.  ",B0BB2LX7LW,Visit the American Tourister Store
DIVING DEEP Women Backpack Latest School Bag for Girls (Black) ,https://www.amazon.in/DIVING-DEEP-Backpack-Polyester-Bag/dp/B08F7YYZTJ/ref=sr_1_286?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-286,379,3.3 out of 5 stars,",39",not available,B08F7YYZTJ,Visit the DIVING DEEP Store
"AirCase Anti-Gravity Backpack for Men & Women, Weight Reducing 15.6” Laptop Bag for Travel & Office, Ergonomic Technology for Posture & Muscle Support, Patent Protected, In-built Shock Absorber ",https://www.amazon.in/AirCase-Anti-Gravity-Ergonomic-Technology-Protected/dp/B0B87NB61B/ref=sr_1_287?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-287,"4,099",3.9 out of 5 stars,," 
",B0B87NB61B,Visit the AirCase Store
Lino Perros Faux Leather Handbag ,https://www.amazon.in/Lino-Perros-Womens-Handbag-Black/dp/B07L4PQJ42/ref=sr_1_288?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-288,"1,348",4.3 out of 5 stars,",42",not available,B07L4PQJ42,Visit the Lino Perros Store
F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag ,https://www.amazon.in/F-Gear-Yakuza-Brown-Laptop-Backpack/dp/B071VNWC1C/ref=sr_1_289?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-289,"1,139",4.4 out of 5 stars,9," 
 The spacious bag as has space for everything you need while travelling and will keep you comfortable and organized. 2 Compartment Laptop Backpack Equipped With One Large Packing Compartment, Built-In Padded Tablet Holder Next To the Laptop Compartment. 2 Exterior pockets The F Gear backpack also comes with padded back and shoulder straps for comfort.  ",B071VNWC1C,Visit the F Gear Store
ASIAN Eco-Friendly Jute Hand Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women ,https://www.amazon.in/Eco-Friendly-Bag-Reusable-Shopping-Grocery-Multipurpose/dp/B09V5PVDTC/ref=sr_1_290?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-290,197,4.1 out of 5 stars,2," 
 Product color may slightly vary due to photographic lighting sources or your monitor settings. Please be aware of Counterfeit product from ASIAN sellers! When you place the order, please make sure the item you are buying is ""Sold by ASIAN and Fulfilled by Amazon"" to receive GENUINE Good Quality Product. *ASIAN is a registered trademark. If any other seller is selling under ASIAN brand name.  ",B09V5PVDTC,Visit the ASIAN Store
"blue tree Cute Kid's Toddler Plush Animal Cartoon Mini Travel Bag Backpack (Super-Man, Blue, 1-6 Years) ",https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Super-Man/dp/B08D5N8FFV/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-291,288,3.8 out of 5 stars,2,not available,B08D5N8FFV,Visit the Blue Tree Store
Lino Perros off white sling bag ,https://www.amazon.in/Lino-Perros-white-sling-GREEN/dp/B09MRYJ9QR/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1675444645&sprefix=ba%2Caps%2C283&sr=8-292,899,3.7 out of 5 stars,,not available,B09MRYJ9QR,Visit the Lino Perros Store
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzMyNzc5NjE4Mjc1ODA0OjE2NzU0NDQ2NDU6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_293_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444645%26sprefix%3Dba%252Caps%252C283%26sr%3D8-293-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,196",4.2 out of 5 stars,",16"," 
 Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+  ",B078JVT384,Visit the COSMUS Store
